,eng,Subject
80089,"Tritium emits:
\( \mathbf{A} \cdot \alpha- \) particle
B. positron
\( \mathbf{c} \cdot \beta- \) particle
D. neutron",Chemistry
59824,"Find the area of the region bounded by
the curve \( y=4-x^{2}, x \) -axis and the line
\( x=0 \) and \( x=2 \)
A \( \cdot \frac{11}{3} \)
в. \( \frac{16}{3} \)
\( c \cdot \frac{16}{5} \)
D.",Maths
79483,"Which of the following statement is
incorrect?
A. Inductive effect is distance dependent and decreases drastically on increase in distance.
B. In resonating structures, the position of nuclei remains same.
C. Except major contributor, no single resonating structure can describe all the properties of a real hybrid.
D. shows inductive effect, mesomeric effect, resonance and hyperconjugation.",Chemistry
55072,"Where and when was the world's first oil
well dugo?
\( A \cdot \) in 1959 AD in Pennsylvania (USA).
B. in 1859 AD in Pennsylvania (USA).
C. in 1849 AD in Pennsylvania (USA).
D. in 1989 AD in Pennsylvania (USA)",Chemistry
9065,"Find the second component of an ordered pair (2,-3)
A . 2
B. 3
c. 0
D. - 3",Maths
73261,"Purkinje fibre is found in
\( A \). Brain
B. Kidney
\( c . \) skin
D. conduction system of heart",Biology
28071,"Find the mean deviation about the
mean for the data
4,7,8,9,10,12,13,17",Maths
66578,"For two bodies (which are in contact
with each other) to be in thermal equilibrium, they must be separated by
A. an insulating wall
B. a conducting wall
c. both A and B
D. none of the above",Physics
82179,What is derivative of \( \left[\frac{1}{x}\right]^{x} \),Maths
62314,"All the stars appear to move from
A. west to east
B. east to west
c. north to south
D. south to north",Physics
115403,"If \( \vec{a}=-\hat{i}-\hat{j}+\hat{k} \) and \( \vec{b}=-\hat{i}+\hat{j}-\hat{k} \)
then find the value of \( |\vec{a} \cdot \vec{b}| \)",Maths
37263,"The minimum magnetic dipole moment of electron in hydrogen atom is
A \( \cdot \frac{e h}{2 \pi m} \)
в. \( \frac{e h}{4 \pi m} \)
c. \( \frac{e h}{\pi m} \)
\( D \)",Physics
92316,"Ordinary CuO is used in Liebig's combustion method for estimation of
carbon and hydrogen in organic compounds.
A. True
B. False",Chemistry
11238,"The value of \( 1+2+4+8 \ldots . \) of G.P.
where \( n=6 \) is
A . 61
B. 62
\( c \cdot 63 \)
D. 64",Maths
6075,"Assertion
Rectified spirit can be further purified by adding a dehydrating agent.
Reason
Addition of \( H_{2} S O_{4} \) to \( 96 \% \) ethyl alcohol
gives \( 100 \% \) ethyl alcohol
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",Chemistry
49184,"Two thick plates having same charges (same charge density \( \sigma \) ) are placed side by side. Consider the case of infinite plate. Find the difference between the electric field present
between the plate and remaining space of the plate, \( (\varepsilon=\text { permittivity }) \)
A \( \cdot \frac{\sigma}{\varepsilon} \)
в. \( 2 \frac{\sigma}{\varepsilon} \)
c. \( \frac{\sigma}{2 \varepsilon} \)
D.",Physics
27969,"Inner bark is composed of
A. Secondary xylem
B. Secondary phloem
\( c . \) cork
D. Phellogen",Biology
121410,"Which of the following cells give rise to the blastema in Hydra?
A . Interstitial cells
B. Mesenchymal cells
c. Neoblasts
D. All of the above",Biology
44364,"The differential equation of all
parabola's with axis parallel to axis of \( y \)
-axis is:
A \( \cdot y_{2}=2 y_{1}+x \)
B \( \cdot y_{3}=2 y_{1} \)
c. \( y_{2}^{3}=y_{1} \)
D . \( y_{3}=0 \)",Maths
43354,"Balance the following equations by
oxidation number method.
\( \boldsymbol{H}_{2} \boldsymbol{O}_{2}+\boldsymbol{C l} \boldsymbol{O}_{2}+\boldsymbol{O} \boldsymbol{H}^{-} \rightarrow \boldsymbol{C l}^{-}+\boldsymbol{O}_{2}+ \)
\( \boldsymbol{H}_{2} \boldsymbol{O} \)",Chemistry
47099,"Which of the following is Baeyer's reagent?
A. Alkaline \( K M n O_{4} \)
B. Acidic \( K_{2} C r_{2} O_{7} \)
c. Alkaline \( N a_{2} C r_{2} O_{7} \)
D. \( M n O_{2} \)",Chemistry
107976,"A path \( 2 m \) wide surrounds a circular
pond of diameter \( 40 m \). How many cubic
metres of gravel are required to grave the path to a depth of \( 20 \mathrm{cm} \) ?",Maths
15936,"Write the name, the structure and the
magnetic behavior of each of the
following complexes:
(i) \( \left(\boldsymbol{P t}\left(\boldsymbol{N} \boldsymbol{H}_{3}\right) \boldsymbol{C l}\left(\boldsymbol{N} \boldsymbol{O}_{2}\right)\right] \)
(ii) \( \left(\boldsymbol{C o}\left(\boldsymbol{N} \boldsymbol{H}_{3}\right)_{4} \boldsymbol{C l}_{2}\right] \boldsymbol{C l} \)
(iii) \( \boldsymbol{N} \boldsymbol{i}(\boldsymbol{C O})_{4} \)",Chemistry
44514,"An astronaut is approaching the moon.
He sends a radio wave of frequency \( 5 \times \) \( 10^{9} H z \) towards the moon. The
frequency of the radio echo received by him has a frequency \( 9 \times 10^{4} H z \) more
than that of the real frequency. The velocity of the astronaut relative to the
moon is
A. \( 5.40 \mathrm{m} / \mathrm{s} \)
B. \( 4.05 k m / s \)
c. \( 2.70 k m / s \)
D. \( 1.35 k m / s \)",Physics
91225,"Which of the following is not the case with image formed by a plane mirror:
A. It is erect
B. It is virtual
c. It is diminished
D. It is at the same distance as the object",Physics
93609,"Oxygen is not evolved when :
This question has multiple correct options
A. potassium chlorate is heated.
B. sodium peroxide reacts with water.
c. ammonium nitrate is heated.
D. zinc oxide is treated with NaOH.",Chemistry
90301,"If in a plano-convex lens, the radius of curvature of the convex surface is \( 10 \mathrm{cm} \)
and the focal length of the lens is \( 30 \mathrm{cm} \) then the refractive index of the material
fo lens will be
A . 1.5
B. 1.66
c. 1.33
D. 3",Physics
59065,State and explain Dalton's atomic theory.,Chemistry
48640,In the figure find the values of \( x \) and \( y \),Maths
40790,"In S-phase of the cell cycle
A. Amount of DNA doubles in each cell
B. Amount of DNA remains same in each cell
c. Chromosome number is increased
D. Amount of DNA is reduced to half in each cell",Biology
36105,"In displacement-time graph of a
particle as shown in figure, velocity of particle changes its direction at point \( \mathbf{A} \)
Reason
Sign of slope of \( s \) -t graph decides the
direction of velocity.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",Physics
36207,Give reason oxygen is a gas but sulphur is a solid?,Chemistry
91514,"Short / Long Answer Type Questions:
Draw and explain a series of diagrams that illustrate the stages of meiosis I.",Biology
57215,"If the absolute refractive indices of glass and water are \( \frac{3}{2} \) and \( \frac{4}{3} \) respectively, what will be the velocity of light in water?
(If velocity of light in glass \( \left.=2 \times 10^{8}\right) \)
\( \mathbf{A} \cdot 2.25 \times 10^{8} m / s \)
B . \( 3.25 \times 10^{8} m / s \)
C \( .2 .25 \times 10^{7} \mathrm{m} / \mathrm{s} \)
D. \( 2.15 \times 10^{8} \mathrm{m} / \mathrm{s} \)",Physics
121728,Our body irritates if it comes in contact with jelly fish. Give reasons.,Biology
32541,"Organic substances such as sugars are translocated in phloem can be demonstrated by
A. Defoliation
B. Girdling the stem
c. Grafting
D. Root pressure",Biology
62395,"E. Negative temperature
A. Hole \( \quad \) coefficient of resistance
B. Copper
F. Energy vacancy
G. Positive temperature coefficient
C. Doping \( \quad \) of resistance
H. Addition of impurity to increase
D. \( \quad \) the conductivity Germanium
Charges are holes and electrons
Match the above lists:
\( A \cdot A-H, I B-E C-F D-G \)
B. A-E B-F,I C-G D-H
C \( . \) A-F B-G C-H D-E,
D. A-G,I B-H C-E D-F",Physics
44954,"Which species is polar?
A. Trans-hex-3-ene
B. Trans-but-2-ene
c. \( P C l_{5} \)
D. \( X e F_{6} \)",Chemistry
121886,"The efficiency of an enzyme to catalyse a reaction is due to its capacity to:
A. Reduce the activation energy of the reaction
B. Form strong enzyme-substrate complex
c. Decrease the bond energies of all substrate molecules
D. Alter the substrate geometry to fit into the shape of the enzyme molecule",Chemistry
21110,"State whether given statement is True or False
The circuit phase angle is the angle between the total current and the
applied (source) voltage.
A. True
B. False",Physics
8959,"A salt associated with water of
crystallization is known as a:
A . acid
B. buffer
c. hydrate
D. anion",Chemistry
49834,"The structure A represents Fischer Projection of a compound. The
structures I to IV represents WedgeDash Notations for the same compound. Which Wedge-Dash Notation is the correct representation of structure \( A ? \)
\( A \)
B. II
\( c \)
\( D \cdot \mid V \)",Chemistry
81094,"War gas is:
A. chloretone
B. ethyl carbonate
C. chloropicrin
D. methylene chloride",Chemistry
60601,"A spring balance whose maximum extension of its spring is \( 20 \mathrm{cm} \) can
sustain a maximum load of \( 20 k g_{w t} \)
within its elastic limit on the surface of
the earth. Now the same balance
is taken to the moon. Given that
gearth \( =6 g_{\text {moon }}, \) what is the maximum
mass of the load that can be attached to
the balance to have half its maximum
extension?
A . 76
B. 65
c. 60
D. 55",Physics
96559,"If \( A \) is any event in a sample space, then \( \boldsymbol{P}(\overline{\boldsymbol{A}})=\mathbf{1}+\boldsymbol{P}(\boldsymbol{A}) \)
A. True
B. False
c. Either
D. Neither",Maths
40239,"A class teacher has the following absentee record of 40 students of a
class for the whole term. Find the mean
number of days a student was absent.
\( \begin{array}{lllll}\text { Number } & 0- & 6- & 10- & 14- \\ \text { of days } & 6 & 10 & 14 & 20\end{array} \)
Numbe of student",Maths
20199,"Decreasing order concentration of
minerals inside cell is
A \( \cdot \mathrm{ca}^{+2}-\mathrm{K}^{+}-\mathrm{Na}^{+} \)
B. \( k^{+}-C a^{+2}-N a^{+} \)
c. \( \kappa^{+}-N a^{+}-C a^{+} \)
D. \( \mathrm{Na}^{+}-\mathrm{K}^{+}-\mathrm{Ca}^{+2} \)",Biology
15462,"Which animal do not possess larval stage in its life cycle?
A. Ascaris
B. Frog
c. Taenia
D. Pheretema",Biology
111255,"One side of a parallelogram is \( \frac{3}{4} \) times its adjacent side. If the perimeter of the parallelogram is \( 70 \mathrm{cm}, \) find the sides of the parallelogram.",Maths
107453,"""Polarising power of \( L i^{+} \) ion is nearly
the same as that of \( M g^{2+} \) ion.""

Answer whether the above statement is
true or false.
If true enter 1 , else enter 0 .",Chemistry
64584,"In the following, one of the six trigonometric ratios is given. Find the values of the other trigonometric ratios. \( \cos \theta=\frac{7}{25} \)",Maths
68382,"A chlorine atom whose nucleus
contains 17 protons and 20 neutrons. Find out the composition of the nucleus of an isotope of chlorine?
A. 20 protons, 17 neutrons
B. 19 protons, 18 neutrons
c. 18 protons, 18 neutrons
D. 17 protons, 19 neutrons
E. 16 protons, 20 neutrons",Physics
120400,"The wrong statements about \( N H_{3} \) is :
A. it is oxidised with oxygen at \( 700^{\circ} \mathrm{C} \) in the presence of platinum
B. it gives black precipitate with calomel
\( \mathbf{C} \cdot \) it can be dried by \( P_{2} O_{5}, H_{2} S O_{4} \) and \( C a C l_{2} \)
D. it gives white fumes with HCI",Chemistry
83409,"Why is it important for plants to scatter seeds?
A. To avoid overcrowding which results in unhealthy plants
B. To prevent the seeds from becoming parasites to the parent plants
c. To ensure that plants of a particular type will be spread to new places
D. Both A and C",Biology
86798,"The functional group, present in
\( \boldsymbol{C H}_{3} \boldsymbol{C O O C}_{2} \boldsymbol{H}_{5} \) is :
A. ketonic
B. aldehydic
c. ester
D. carboxylic",Chemistry
41682,"A long silver tea spoon is placed in a cup filled with hot tea. After some time, the exposed end (the end which is not dipped in tea) of the spoon becomes hot even without a direct contact with the
tea. This phenomenon can be explained mainly by
A. conduction
B. reflection
c. radiation
D. thermal expansion",Physics
40238,"You are required to draw blood from a
patient and to keep it in a test tube for
analysis of blood corpuscles and plasma. You are also produced with the following four types of test tubes. Which of them will you not use for the
purpose?
A. Test tube containing calcium bicarbonate
B. Chilled test tube
c. Test tube containing heparin
D. Test tube containing sodium oxalate",Biology
25866,"Kinetic energy of gas depends on:
A. temperature
B. pressure
c. surface area
D. both \( A \) and \( B \)",Chemistry
84874,"Which of the following is the use of superconductor?
A. They are used in powerful electromagnets
B. They are used in microwaves
c. They are used in MRI
D. All of the above",Physics
21712,"The concept of temperature is related to
A. zeroeth law of thermodynamics
B. first law of thermodynamics
C. second law of thermodynamics
D. third law of thermodynamics",Physics
98955,"In the Leibigs method, if \( w \) is the mass of compound taken and \( x \) is the amount
of \( C O_{2} \) formed then
\( \mathbf{A} \cdot \% C=\frac{12 \times x}{16 \times w} \)
B . \% \( C=\frac{12}{44} \times \frac{w}{x} \times 100 \)
C \( \cdot \) \% \( C=\frac{12}{44} \times \frac{x}{w} \times 100 \)
D・\% \( C=\frac{12}{44} \times \frac{x}{w} \)",Chemistry
35721,"A body of mass \( 5 k g \) is acted upon by
two perpendicular force \( 8 N \) and \( 6 N \) find the magnitude and direction the
acceleration:
A \( \cdot 3 m s^{-2}, \theta=\cos ^{-1}(0.8) \) from \( 8 N \)
B . \( 2 m s^{-2}, \theta=\cos ^{-1}(0.6) \) from \( 6 N \)
c. \( 3 m s^{-2}, \theta=\cos ^{-1}(0.9) \) from \( 6 N \)
D. \( 5 m s^{-2}, \theta=\cos ^{-1}(0.81) \) from \( 8 N \)",Physics
99967,"Pradeep is a Section Chief for an electric utility company. The employees in his section cut down tall trees or
climb poles. Pradeep recently reported the following information to the
management of the utility Out of 100 employees in my section, 55 can cut tall trees, 50 can climb poles, 1
can do both, 6 can't do any of the two. Is this information correct?",Maths
84594,"A transition state represents the state
of highest energy in passing from reactant to product. If true enter 1 , if false enter 0 .",Chemistry
87312,"A transistor has \( \beta=40 . \) A change in
base current of \( 100 \mu \) A, produces
change in collector current
A. \( 40 \times 100 m A \)
в. \( (100-40) m A \)
c. \( (100+40) m A \)
D. \( 100 / 40 m A \)",Physics
67818,"Tanya's grandfather was 8 times older to her 16 years ago. He would be 3 times
of her age 8 years from now. Eight years ago, what was the ratio of tanya's age to that of her grandfather?
A .1: 2
B. 1: 5
c. 3: 8
D. 11: 53",Maths
10006,"A tissue paper soaked with polluted
water showed \( K_{\alpha} \) peaks at \( 78.9 \mathrm{pm}, 146 \) \( \mathrm{pm}, 158 \mathrm{pm} \) and \( 198 \mathrm{pm} . \) Find the
elements it contained.",Physics
76827,"What is the concentration of a cobalt (II)
nitrate solution whose absorbance was
measured at 0.55 in a \( 1.1 \mathrm{cm} \) cuvette
with a molar extinction coefficient of
\( \mathbf{1 . 5} / \boldsymbol{M} \mathbf{c m} ? \)
в. \( 0.60 M \)
c. \( 0.90 M \)
D. \( 1.2 M \)",Chemistry
120629,"If the third term in the expansion of \( \left[x+x^{\log _{10} x}\right]^{5} \) is \( 10^{6}, \) then \( x \) can be
This question has multiple correct options
A \( \cdot 10^{-1 / 3} \)
B. 10
c. \( 10^{-5 / 2} \)
D. \( 10^{2} \)",Maths
54235,"A slice of banana weighing 2.502 g was burnt in a bomb calorimeter producing
a temperature rise of \( 3.05^{\circ} \mathrm{C} \). The combustion of \( 0.316 \mathrm{g} \) of benzoic acid in the same calorimeter produced a
temperature rise of \( 3.24^{\circ} \mathrm{C} \). The heat of combustion of benzoic acid at constant
volume is \( -3227 k J \) mol\( ^{-1} . \) If the
average banana mass is 125 g, the kilojoules of energy can be obtained from 1 average banana is: (nearest integer value)",Chemistry
20092,"The self potential energy of hydrogen chloride whose dipole moment is \( 3.44 \times \) \( 10^{-20} \mathrm{Cm} \) and separation between
hydrogen and chlorine atoms is \( 1.01 \times \)
\( 10^{-10} \mathrm{m} \) is:
В. \( 3.2 \times 10^{5} J \)
c. \( 4.5 \times 10^{7} J \)
D. \( 1.65 \times 10^{6} J \)",Physics
71345,"Evaluate the following determinant:
\[
\left|\begin{array}{ccc}
102 & 18 & 36 \\
1 & 3 & 4 \\
17 & 3 & 6
\end{array}\right|
\]",Maths
24963,"From the following figure, can we say
that \( \boldsymbol{A B}>\boldsymbol{C D} \)
If true then enter 1 else enter 0 .",Maths
65212,"Find the potential gradient along AB
A \( \cdot 0.1 \mathrm{Vcm}^{-1} \)
B. \( 0.03 \mathrm{Vcm}^{-1} \)
c. \( 0.04 \mathrm{Vcm}^{-1} \)
D. \( 0.02 \mathrm{vcm}^{-1} \)",Physics
99923,"Verify the property \( \boldsymbol{a} \times(\boldsymbol{b}+\boldsymbol{c})=(\boldsymbol{a} \times \)
\( b)+(a \times c) \) When \( a=\frac{1}{2}, b= \)
\( \frac{3}{7} \quad \& \quad c=\frac{5}{14} \)",Maths
69875,"If \( a, b \in A, a * b \in A \) then
\( A . * \) is a unary operation in \( A \)
В. \( a * b=b * a \)
c. \( * \) is a binary operation in \( A \)
D. \( a * b \neq b * a \)",Maths
87995,"The molecule of aspartame
Nutrasweet ), depicted below, has
stereogenic centers.
\( A \)
B. 3
\( c \cdot 4 \)
\( D \)",Chemistry
20328,"\( A 2 \mathrm{m} \) long metallic rod rotates with an
angular frequency of 200 rads\( ^{-1} \) about an axis normal to the rod passing through its one end. The other end of the
rod is in contact with a circular metallic
ring. A constant magnetic field of \( 0.5 \mathrm{T} \) parallel to the axis exists everywhere. The emf developed between the centre and the ring is then
A . 100 v
B. 200 V
c. 300 \( v \)
D. \( 400 \mathrm{v} \)",Physics
80311,"A solid hemisphere is mounted on a solid cylinder, both having equal radii. If the whole solid is to have a fixed
surface area and the maximum
possible volume, then the ratio of the height of the cylinder to the common radius is
A . 1: 1
B. 1: 2
c. 2: 1
D. \( \sqrt{2}: 1 \)",Maths
38021,"In the transition elements the incoming electron occupies \( [n-1] \) d sublevel in preference to
\( A \cdot n p \)
B. ns
c. [n-1]d
D. \( [n+1] s \)",Chemistry
68239,"Clotting of blood is brought about by
\( A \cdot \) RBCs
B. WBCs
c. Platelets
D. Plasma",Biology
119534,"A particle is projected from ground with some initial velocity making an angle
\( 45^{\circ} \) with the horizontal. It reaches at
height of \( 7.5 \mathrm{m} \) above the ground while it travels a horizontal distance of \( 10 \mathrm{cm} \) from the point of projection. The initia speed of the projection is
\( A \cdot 5 m / s \)
B. \( 10 \mathrm{m} / \mathrm{s} \)
\( c \cdot 20 m / s \)
D. \( 40 \mathrm{m} / \mathrm{s} \)",Physics
64939,"Phytotron is
A. A controlled condition chamber for plants
B. Leaf culture process
C . Special culture of seeds
D. Root culture process",Chemistry
15584,"Select the correct IUPAC name from
following.
A. Diamminesilver (I) chloride: \( \left[\operatorname{Ag}\left(\mathrm{NH}_{3}\right)_{2}\right] \mathrm{Cl} \)
B. Potassium cyanidoferrate (III) : K \( _{3} \) [Fe(CN) \( _{6} \) ]
C. Tetraamminecopper sulphate : [Cu(NHz),]SO
D. Hexamminecobalto
(III) chloride : [Co(NH_) \( \left._{6}\right] \) Сз \( _{3} \)",Chemistry
32167,"Calculate the mean using step deviation method.
\begin{tabular}{|l|l|l|l|l|}
\hline Number of pages & 20 & 40 & 60 & 80 \\
\hline Number of articles & 3 & 6 & 9 & 12 \\
\hline
\end{tabular}
\( \mathbf{A} \cdot 62 \)
B. 63
\( \mathbf{c} \cdot 64 \)
D. 65",Maths
4265,"Lowering in vapour pressure is highest for:
A. \( 0.2 \mathrm{m} \) urea
B. 0.1 m glucose
\( \mathrm{c} \cdot 0.1 \mathrm{m} \mathrm{MgSO}_{4} \)
D. \( 0.1 \mathrm{m} \) BaCl \( _{2} \)",Chemistry
98670,"If the roots of the equation \( x^{2}+p x- \)
\( 6=0 \) are 6 and -1 then the value of \( p \)
is
A . 2
B. 3
\( c .-5 \)
D. 5",Maths
82836,"The \( p H \) of \( 10^{-6} \mathrm{M} H C l, 10^{-7} \mathrm{M} H C l \) and
\( 10^{-8} \) M \( H C l \) respectively is:
\( \mathbf{A} \cdot 6,7,8 \)
в. 6,6.79,6.98
c. 6,6.79,7.02
D. 6,6.98,8",Chemistry
45604,"In acid medium, the standard reduction
potential of \( N O \) converted to \( N_{2} O \) is
\( \mathbf{1 . 5 9} \boldsymbol{V} \). Its standard potential in alkaline
medium would be:
A. \( -1.59 V \)
В. \( -0.764 V \)
c. \( 0.764 V \)
D. \( 0.062 V \)",Chemistry
56958,"Examine the table. (Each figure is
divided into triangles and the sum of the angles deduced from that)

What can you say about the angle sum
of a convex polygon with the number of
\( \operatorname{sides}(n)=8 ? \)
\begin{tabular}{|l|c|c|c|c|}
\hline Figure & & & & & \\
\hline side & 3 & & & & \\
\hline Ange sum & \( 180^{\circ} \) & \( 2 \times 180^{\circ} \) & 5 & 6 \\
\hline
\end{tabular}
A \( .720^{\circ} \)
B. \( 960^{\circ} \)
\( c \cdot 1020^{\circ} \)
D. \( 1080^{\circ} \)",Maths
1996,"The plasma membrane of animal cells
is elastic due to the presence of
A. Lipids
B. Carbohydrates
c. Proteins
D. water",Biology
113719,Why are traits acquired during the lifetime of an individual not inherited?,Physics
82417,"When \( 100 \mathrm{ml} \) of a \( O_{2}-O_{3} \) mixture was
passed through turpentine, there was the reduction of volume by \( 20 \mathrm{ml} \). If 100ml of such a mixture is heated, what
will be the increase in volume?
A. \( 10 \mathrm{ml} \)
B. \( 20 \mathrm{ml} \)
c. \( 30 m l \)
D. \( 25 \mathrm{ml} \)",Chemistry
30815,"In order to increase the angular
magnification of a simple microscope, one should increase
A. The object size
B. The aperture of the lens
c. The focal length of the lens
D. The power of the lens",Physics
36510,"Metal carbonyls can have formula
\( \left.M(C O)_{x}\right), \) where \( x= \) number of \( C O \) units coordinated to metal \( M \)

What is the formula of the carbonyl of \( F e(26) \) if \( E A N \) of \( F e \) in metal carbonyl
is \( 36 ? \)
\( A \cdot 2 \)
B. 3
\( c \cdot 4 \)
D. 5",Chemistry
9024,"The solution of the differential equation \( \boldsymbol{x} \frac{\boldsymbol{d} \boldsymbol{y}}{\boldsymbol{d} \boldsymbol{x}}+\boldsymbol{2} \boldsymbol{y}=\boldsymbol{x}^{2}(\boldsymbol{x} \neq \mathbf{0}) \) with \( \boldsymbol{y}(\mathbf{1})=\mathbf{1} \)
is?
A \( \cdot y=\frac{x^{3}}{5}+\frac{1}{5 x^{2}} \)
B. \( y=\frac{4}{5} x^{3}+\frac{1}{5 x^{2}} \)
c. \( y=\frac{3}{4} x^{2}+\frac{1}{4 x^{2}} \)
D. \( y=\frac{x^{2}}{4}+\frac{3}{4 x^{2}} \)",Maths
49921,"If \( \left(\frac{8}{15}\right)^{3}-\left(\frac{1}{3}\right)^{3}-\left(\frac{1}{5}\right)^{3}=\frac{x}{75}, \) Find
\( \boldsymbol{x} \)",Maths
75472,"Q Type your question
parallel smooth conducting rails. A conducting rod lies on these fixed
horizontal rails and a uniform
constant magnetic field \( B \) exists
perpendicular to the plane of the rails as shown in the figure. If the rod is given
a velocity \( v \) and released as shown in
figure, it will stop after some time. The
total work done by magnetic field is negative

STATEMENT - 2 : If force acts opposite to direction of velocity its work done is negative.
A. Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation for Statement- -
B. Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct explanation for Statement-
c. Statement-1 is True, Statement-2 is False
D. Statement-1 is False, Statement-2 is True",Physics
60766,"Two plane mirrors are inclined at an
angle \( \theta \) as shown. If at an angle \( 45^{\circ} \) the
final ray horizontal, then find angle \( \theta \)",Physics
101709,"For the same cross-section area and for
a given load, the ratio of depression for the beam of a square cross-section and circular cross-section is
A . \( 3: \pi \)
в. \( \pi: 3 \)
\( c \cdot 1: \pi \)
D. \( \pi: 1 \)",Physics
63243,"Pressure is also measured in
A. Joule
B. mm of Hg
c. mm of Ag
D. Metre",Physics
33818,"The graph drawn between pressure and
temperature at constant volume for a
given mass of different molecular
weights \( M_{1} \) and \( M_{2} \) are the straight lines
as shown in the figure then
\( \mathbf{A} \cdot M_{2}>M_{1} \)
\( \mathbf{B} \cdot M_{1}>M_{2} \)
\( \mathbf{c} \cdot M_{1}=M_{2} \)
\( \mathbf{D} \cdot M_{1}^{3}=M_{2} \)",Physics
93933,"In the expression \( \left(\frac{x}{m}\right)=K P^{1 / n}, x \)
represents the mass of adsorbent
If true enter 1 , else enter 0
A.",Chemistry
113852,"The gap between division phase and start of DNA replication is called as
A. Gi phase
B. Ga phase
c. M phase
D. Interkinesis",Biology
64271,"Combination of notes that produced jarring effect on the ear is called
A. discord
B. harmony
c. noise
D. melody",Physics
68155,"Which quantum number will determine the shape of the subshell?
A. Principal quantum number
B. Azimuthal quantum number
c. Magnetic quantum number
D. Spin quantum number",Chemistry
100388,"Two particles executing SHM of same frequency, meet at \( x=+A / 2, \) while
moving in opposite directions. Phase difference between the particles is",Physics
48138,Factorize \( 27 m^{3}-216 n^{3} \),Maths
4828,"When light passing through rotating nicol is observed, no change in intensity
is seen. What inference can be drawn?
A. The incident light is unpolarized.
B. The incident light is circularly polarized.
c. The incident light is unpolarized or circularly polarized.
D. The incident light is unpolarized or circularly polarizedd or combination of both",Physics
93602,"Integrate:
\( \int\left(a^{x}+x^{a}+a^{a}\right) d x \)
A. \( -\frac{a^{x}}{\ln a}-\frac{x^{a+1}}{a+1}+a^{a} x+c \)
B. \( a^{x}+\frac{x^{a+1}}{a+1}+a^{a} x+c \)
c. \( \frac{a^{x}}{\ln a}+x^{a+1}+a^{a} x+c \)
D. \( \frac{a^{x}}{\ln a}+\frac{x^{a+1}}{a+1}+a^{a} x+c \)",Maths
43171,"Derive the integrated rate equation for expressing the rate constant of a first order:
\( \boldsymbol{R} \rightarrow \boldsymbol{P} \)",Chemistry
101340,"Three concentric spherical metallic shells \( A, B \) and \( C \) of radii \( a, b \) and \( c(c>b \)
a) have charge densities \( \sigma,-\sigma \) and \( \sigma \) respectively.The potential of shell B is :
A \( \cdot(a+b+c) \frac{\sigma}{\varepsilon_{0}} \)
B \( \cdot\left(\frac{a^{2}}{b}-b+c\right) \frac{\sigma}{\varepsilon_{0}} \)
\( ^{\mathbf{c}} \cdot\left(\frac{a^{2}}{c}-\frac{b^{2}}{c}+c\right) \frac{\sigma}{\varepsilon_{0}} \)
D. \( \frac{\sigma c}{\varepsilon_{0}} \)",Physics
103690,"(a) NAND gates are also called universal gate. Why?
(b) Draw a logic symbol of OR gate.
(c) Write the value of output \( y \) in the
given circuit:
(d) Write the name of the diode used in
voltage regulation.
Input \( a=1-\square \) output \( y \)",Physics
40791,"Select and write the most appropriate
answer from the given alternatives
for question:
The cartesian equation of the line passing through the points \( \boldsymbol{A}(\mathbf{4}, \mathbf{2}, \mathbf{1}) \) and \( \boldsymbol{B}(\mathbf{2},-\mathbf{1}, \mathbf{3}) \) is
A. \( \frac{x+4}{2}=\frac{y-2}{3}=\frac{z-1}{-2} \)
в. \( \frac{x-4}{-2}=\frac{y-2}{-3}=\frac{z-1}{-2} \)
c. \( \frac{x-4}{2}=\frac{y-2}{3}=\frac{z-1}{-2} \)
D. \( \frac{x-4}{-2}=\frac{y-2}{3}=\frac{z-1}{-2} \)",Maths
94784,"Early African
man was discovered in 1948 by Leakey.
t was
A. Homo habilis
B. Gigantopithecus
c. Proconsul
D. Homo erectus",Biology
10432,"A parallel plate air capacitor has
capacity \( ^{\prime} C^{\prime} \) farad, potential \( ^{\prime} V^{\prime} \) volt
and energy' \( E^{\prime} \) joule. When the gap
between the plates is completely filled
with dielectric.
\( A . \) Both \( V \) and \( E \) increase
B. Both \( V \) and \( E \) decrease
c. \( V \) decreases, \( E \) increases
D. \( V \) increases, \( E \) decreases",Physics
114051,"Assertion: \( N a C l(a q) \) is an electrolyte. Reason: It forms ions in solution.
A. Both Assertion and Reason are true and Reason is the correct explanation of Assertion
B. Both Assertion and Reason are true but Reason is not the correct explanation of Assertion
c. Assertion is true but Reason is false
D. Assertion is false but Reason is true
E. Both Assertion and Reason are false",Chemistry
80812,"Which of the following is not an improper fraction?
\( A \cdot \frac{4}{3} \)
B. \( \frac{3}{2} \)
\( c \cdot \frac{5}{3} \)
D. \( \frac{7}{11} \)",Maths
